feature_name,mutual_info_score
ram,0.8447763706196219
px_height,0.035125326097480425
battery_power,0.0247778839452244
touch_screen,0.023043493187854924
sc_w,0.021463960033727858
four_g,0.011732179371264362
int_memory,0.010889650457350797
three_g,0.007702198214004419
pc,0.006137739836467482
fc,0.0010941248541929127
talk_time,0.0
n_cores,0.0
blue,0.0
m_dep,0.0
dual_sim,0.0
clock_speed,0.0
wifi,0.0
