feature_name,dfx_feature_importance
ram,0.28957897441544617
battery_power,0.04078111808537975
px_height,0.012017310545826243
talk_time,0.010017970384219761
touch_screen,0.008829153003072007
wifi,0.00736023197247243
sc_w,0.007121095327240054
int_memory,0.0038497932899018354
n_cores,0.003303600925008266
m_dep,0.002828454324877887
blue,0.0021907663472921753
clock_speed,0.002148227194917594
dual_sim,0.0016095624058697724
fc,0.0015783087669208116
pc,0.0
four_g,0.0
three_g,0.0
