feature_name,permutation_feature_importance
ram,2.2748
battery_power,0.13146666666666668
px_height,0.08280000000000001
int_memory,0.0092
clock_speed,0.004933333333333334
fc,0.002
m_dep,0.0018666666666666669
talk_time,0.0017333333333333333
sc_w,0.0016
n_cores,0.0013333333333333335
three_g,0.0005333333333333334
pc,0.0004
blue,0.0
four_g,0.0
dual_sim,0.0
touch_screen,0.0
wifi,0.0
