feature_name,permutation_feature_importance
battery_power,-1
pc,-1
touch_screen,-1
three_g,-1
talk_time,-1
sc_w,-1
ram,-1
px_height,-1
n_cores,-1
blue,-1
m_dep,-1
int_memory,-1
four_g,-1
fc,-1
dual_sim,-1
clock_speed,-1
wifi,-1
