feature_name,dfx_feature_importance
ram,0.00024866335460197044
m_dep,3.726993234331653e-05
fc,2.7417650288967326e-05
blue,2.0988141800723364e-05
touch_screen,1.169267609614592e-05
sc_w,8.601724875515668e-06
clock_speed,6.584598589426823e-06
battery_power,0.0
three_g,0.0
talk_time,0.0
n_cores,0.0
px_height,0.0
pc,0.0
int_memory,0.0
four_g,0.0
dual_sim,0.0
wifi,0.0
