,feature_name,dfx_feature_importance
2,Age,0.012720222222222202
4,Balance,0.012266296296296324
5,NumOfProducts,0.006439777777777784
8,EstimatedSalary,0.005974296296296295
0,CreditScore,0.003849999999999994
3,Tenure,0.003532666666666672
6,HasCrCard,0.001801851851851857
1,Gender,0.0006363703703703846
7,IsActiveMember,9.637352644315594e-20
