feature_name,shap_feature_importance
age,0.04032172284678977
avg_glucose_level,0.01600785056467804
bmi,0.013139636801255836
hypertension,0.007322413399434445
smoking_status,0.007003883635089053
heart_disease,0.005209397799215882
ever_married,0.004755082588151119
work_type,0.0045317264795467025
Residence_type,0.0038428290951511893
gender,0.0035874835720904365
