feature_name,mutual_info_score
NumOfProducts,0.07369805529971973
Age,0.07038819518724626
IsActiveMember,0.013593547926022742
Balance,0.011989621226512481
Gender,0.008614998597211265
Tenure,0.006618969811458042
EstimatedSalary,0.0030561887979583258
CreditScore,0.0008249199219401149
HasCrCard,0.0
