feature_name,model_feature_importance
Age,0.24485670141780427
EstimatedSalary,0.16263133118237272
CreditScore,0.15305436405497552
Balance,0.14527587701634034
NumOfProducts,0.12678352009820867
Tenure,0.08484733443789504
IsActiveMember,0.04412829346107497
HasCrCard,0.020523362633462782
Gender,0.017899215697865737
