feature_name,shap_feature_importance
Age,0.13041273250958052
NumOfProducts,0.1039256710575949
IsActiveMember,0.06539802666298543
Balance,0.04824281055689558
EstimatedSalary,0.04328712044261256
CreditScore,0.03650961726767976
Gender,0.028459667991208547
Tenure,0.024023958965535233
HasCrCard,0.0077733182680388355
