feature_name,model_feature_importance
Age,5.075770919614833
Balance,1.2433558973275067
IsActiveMember,1.0384908842486515
Gender,0.5590923146289866
CreditScore,0.30890413948768436
Tenure,0.15512380773724505
NumOfProducts,0.09342484645516277
EstimatedSalary,0.06542741139263006
HasCrCard,0.03713481143618077
