feature_name,dfx_feature_importance
Balance,0.0009200844441864172
Gender,0.0005879529652607916
Tenure,0.0003808292893067017
IsActiveMember,0.0003794446232091275
HasCrCard,0.00027237855286623905
EstimatedSalary,0.00025699713557684486
Age,0.0002399436006424383
NumOfProducts,0.00017509355402234298
CreditScore,0.00014007467923785093
