feature_name,shap_feature_importance
Age,0.11762068920054472
NumOfProducts,0.08232338474096833
IsActiveMember,0.05989241543404523
Balance,0.03425093473644883
Gender,0.0275086158569108
EstimatedSalary,0.020809374241236155
CreditScore,0.019157345140357725
Tenure,0.01703646863400913
HasCrCard,0.007018820511339909
