features,VIF
CreditScore,7.1707827876612455
Gender,2.10617452411425
Age,4.292436010505184
Tenure,3.6023517684812907
Balance,2.5341653804422317
NumOfProducts,1.905566172690473
HasCrCard,3.061160631078283
IsActiveMember,2.034124268095499
EstimatedSalary,3.6351819878629916
