feature_name,model_feature_importance
Age,0.2137171649357998
EstimatedSalary,0.18274159409592483
CreditScore,0.1579250087156636
Balance,0.13797841046375148
NumOfProducts,0.123169244191029
Tenure,0.07741399100394786
IsActiveMember,0.060327994891934765
Gender,0.02673415207873776
HasCrCard,0.019992439623210963
