feature_name,shap_feature_importance
Balance,6.811953893609064e-08
Tenure,5.771696032957369e-08
Gender,3.9676457550022294e-08
IsActiveMember,3.900511656769185e-08
EstimatedSalary,3.8674631618260855e-08
NumOfProducts,3.7844688940174946e-08
HasCrCard,3.7249952113718267e-08
Age,3.5979073787802297e-08
CreditScore,2.9675107146659408e-08
