feature_name,dfx_feature_importance
Age,0.007853048387564609
IsActiveMember,0.002371629551160067
Gender,0.001117333589517945
Balance,0.0009181211076862242
CreditScore,0.0004157635206120794
HasCrCard,0.00022501048874244247
Tenure,0.00012052441802146784
NumOfProducts,9.348223767087362e-05
EstimatedSalary,8.887426827017569e-05
